PROVINCIA;CANTON;PARROQUIA;INCENDIOS;OSOS;ALIMENTACION;Latitud;Longitud;Latitud-2;Longitud-2;TIPO VEGETACION;BIOCLIMA;TIPO_ECOSI;FRAGILIDAD;AREA PROTEGIDA;DEFICIT HIDRICO;YEAR;MONTH;DAY
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.2297;-78.6847;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
NAPO;QUIJOS;CUYUJA;NO;NO;Tillandsia;-0.35;-78.08333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;TENA;AHUANO;NO;NO;Aechmea;-1.06667;-77.6;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;000 - 000;1900;1;1
NAPO;EL CHACO;SARDINAS;NO;NO;Racinaea;-0.36667;-77.93333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;EL CHACO;SARDINAS;NO;NO;Racinaea;-0.36667;-77.93333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.143611;-78.639722;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.254167;-78.666389;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.229722;-78.684722;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
LOJA;LOJA;LOJA;NO;NO;Guzmania;-4.037085;-79.198675;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;375 - 400;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.26056;-78.66528;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.14361;-78.63972;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.14361;-78.63972;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
LOJA;LOJA;MALACATOS (VALLADOLID);NO;NO;Pitcairnia;-4.12833;-79.20861;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;375 - 400;1900;1;1
ZAMORA CHINCHIPE;ZAMORA;SABANILLA;NO;NO;Pitcairnia;-4.00028;-79.01861;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
LOJA;SOZORANGA;SOZORANGA;NO;NO;Pitcairnia;-4.16111;-79.79472;0;0;BOSQUE;XÉRICO;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;375 - 400;1900;1;1
LOJA;LOJA;YANGANA (ARSENIO CASTILLO);NO;NO;Pitcairnia;-4.42306;-79.15444;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;PARQUE NACIONAL;375 - 400;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.26056;-78.66528;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
PICHINCHA;MEJIA;ALOAG;NO;NO;Racinaea;-0.466667;-78.683333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Racinaea;-0.666667;-77.833333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.25;-78.67;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.25;-78.67;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.23;-78.68;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.23;-78.68;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.23;-78.68;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.22972;-78.68472;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.22972;-78.68472;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.22083;-78.68166;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Tillandsia;-4.218333;-78.665278;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Tillandsia;-4.218333;-78.665278;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Tillandsia;-4.218333;-78.665278;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.143611;-78.639722;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.143611;-78.639722;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.143611;-78.639722;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.143611;-78.639722;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.143611;-78.639722;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Racinaea;-4.1575;-78.646944;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Racinaea;-4.1575;-78.646944;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Racinaea;-4.1575;-78.646944;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Vriesea;-4.1575;-78.646944;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Vriesea;-4.1575;-78.646944;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Vriesea;-4.1575;-78.646944;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Vriesea;-4.1575;-78.646944;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.16;-78.65;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.16;-78.65;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.16;-78.65;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.25;-78.67;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.25;-78.67;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);NO;NO;Guzmania;-2.897222;-78.311667;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);NO;NO;Pitcairnia;-2.897222;-78.311667;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);NO;NO;Guzmania;-2.922778;-78.329444;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;1900;1;1
PICHINCHA;MEJIA;ALOAG;NO;NO;Racinaea;-0.466667;-78.683333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Racinaea;-0.666667;-77.833333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;No Encontrada;-4.25416;-78.66638;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;No Encontrada;-4.25416;-78.66638;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;No Encontrada;-4.25416;-78.66638;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;No Encontrada;-4.25416;-78.66638;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.25;-78.67;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;No Encontrada;-4.22972;-78.68472;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.23;-78.68;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.22972;-78.68472;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.22083;-78.68166;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Tillandsia;-4.218333;-78.665278;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;No Encontrada;-4.21833;-78.66527;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.143611;-78.639722;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Racinaea;-4.1575;-78.646944;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Vriesea;-4.1575;-78.646944;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.16;-78.65;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.25;-78.67;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);NO;NO;Guzmania;-2.897222;-78.311667;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);NO;NO;Pitcairnia;-2.897222;-78.311667;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);NO;NO;Pitcairnia;-2.897222;-78.311667;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);NO;NO;Guzmania;-2.922778;-78.329444;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);NO;NO;Guzmania;-2.922778;-78.329444;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);NO;NO;Pitcairnia;-2.922778;-78.329444;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;1900;1;1
NAPO;QUIJOS;CUYUJA;NO;NO;Tillandsia;-0.5;-78.08333;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;QUIJOS;CUYUJA;NO;NO;Vriesea;-0.37845;-78.074135;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.5519;-78.4389;0;0;BOSQUE;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
MORONA SANTIAGO;GUALAQUIZA;BOMBOIZA;NO;NO;Guzmania;-3.4911;-78.4197;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.63;-78.4472;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Racinaea;-3.63;-78.4472;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.63;-78.4472;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
MORONA SANTIAGO;GUALAQUIZA;BOMBOIZA;NO;NO;Guzmania;-3.491111;-78.419722;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.551944;-78.438889;0;0;BOSQUE;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;No Encontrada;-3.551944;-78.438889;0;0;BOSQUE;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.551944;-78.438889;0;0;BOSQUE;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.58583;-78.44972;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Pitcairnia;-3.58611;-78.43889;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Pitcairnia;-3.60694;-78.52417;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
MORONA SANTIAGO;GUALAQUIZA;BOMBOIZA;NO;NO;Pitcairnia;-3.50056;-78.42139;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;SAN ANTONIO (CAB EN SAN ANTONIO CENTRO);NO;NO;Pitcairnia;-3.113611;-78.273889;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;SAN ANTONIO (CAB EN SAN ANTONIO CENTRO);NO;NO;Pitcairnia;-3.113611;-78.273889;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;SAN ANTONIO (CAB EN SAN ANTONIO CENTRO);NO;NO;Aechmea;-3.11361;-78.27388;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;000 - 000;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Tillandsia;-3.580833;-78.438055;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Tillandsia;-3.580833;-78.438055;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.63;-78.447222;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.63;-78.447222;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.63;-78.447222;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.63;-78.447222;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.63;-78.447222;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.63;-78.447222;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Racinaea;-3.63;-78.447222;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Racinaea;-3.63;-78.447222;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;No Encontrada;-3.551944;-78.438889;0;0;BOSQUE;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.551944;-78.438889;0;0;BOSQUE;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.551944;-78.438889;0;0;BOSQUE;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.551944;-78.438889;0;0;BOSQUE;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.55;-78.44;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.55;-78.44;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.55;-78.44;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
MORONA SANTIAGO;GUALAQUIZA;BOMBOIZA;NO;NO;Guzmania;-3.491111;-78.419722;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;GUALAQUIZA;BOMBOIZA;NO;NO;Guzmania;-3.491111;-78.419722;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;GUALAQUIZA;BOMBOIZA;NO;NO;Guzmania;-3.491111;-78.419722;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;GUALAQUIZA;BOMBOIZA;NO;NO;Guzmania;-3.491111;-78.419722;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Pitcairnia;0.120833;-78.616389;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Pitcairnia;0.120833;-78.616389;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Pitcairnia;0.120833;-78.616389;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);NO;NO;Guzmania;-2.958333;-78.332222;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);NO;NO;Guzmania;-2.958333;-78.332222;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
